phrase,target
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making ",input
"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications ",input
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts ",input
"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced ",input
"says Brian Burton , Head of IT Security , Vodafone UK ",input
"The bond , with a maturity of five years , is part of the bank 's domestic bond program ",input
"Following the issue , the new shares will constitute 10 percent of the firm 's capital ",input
"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people ",input
M. and a Master of Business Administration MBA ,input
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems ",input
The deal is subject to approval by the Norwegian competition authorities ,input
A paper mill in the central Maine town of Madison soon will have a new owner ,input
The order also includes start-up and commissioning services ,input
Closing of such transaction took place today ,input
"The devices would be launched in the Chinese market in late 2006 , the company said ",input
"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland ",input
The total project duration is three years and it is valued at some EUR11 .5 m,input
Name of Company in which holdings have been acquired : Citycon Oyj 2 ,input
This organization will assume the responsibility for operations in Russia ,input
"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks ",input
The plant is expected to enter commercial operation by mid-2009 ,input
The contract is worth some EUR 1 million ,input
Insurance policies should be simple ,input
The order is related to renewing the network of the telecommunications operator ,input
The contract will take effect in 2009 for a five or ten year period ,input
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com ,input
The duration of the contract is 37 months ,input
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn ",input
"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent ",input
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served ",input
The new location is n't the only change Wellmont has in store for its air transport service ,input
"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg ",input
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares ,input
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share ",input
"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 ",input
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 ",input
"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry ",input
"The product advisory does not apply to any other Nokia-branded battery , the company said ",input
"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use ",input
Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board ,input
The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees ,input
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % ,input
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small ",input
Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros ,input
The new B shares carry the right to dividend and other shareholder rights with effect from today ,input
"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia ",input
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH ",input
This release is not an offer of securities for sale into the United States or elsewhere ,input
Pertti Ervi is independent from the Company and its major shareholders ,input
"Following the move , Stora Enso holding in NewPage will remain unchanged ",input
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught ",input
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners ",input
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways ",input
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocatio,input
"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia ",input
Lemmink+Ã¯Â¿Â½inen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s ,input
"The contract includes software licences , application maintenance and training ",input
"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai ",input
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver ",input
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January ,input
The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume ,input
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap ",input
`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand ,input
"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 ",input
"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company ",input
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood ,input
"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-Ã¯Â¿Â½801-Ã¯Â¿Â½6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 ",input
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 ",input
"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden ",input
Yvonne Jones is owner of Chameleon Interiors ,input
"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla ",input
Affecto has participated in the program for the development of the Norwegian pension system since 2007 ,input
"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement ",input
"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece ",input
"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest ",input
N-Viro operates processing facilities independently as well as in partnership with municipalities ,input
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage ",input
The deal will have no significant effect on the acquiring company 's equity ratio ,input
"no compensation for its news , opinions or distributions ",input
"The money will be spread mainly over 2011 and 2012 , the company said ",input
Two other sites will be included later on ,input
The order was worth EUR 8mn ,input
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings ",input
"The Company serves approximately 3,000 customers in over 100 countries ",input
The purchase price was not disclosed ,input
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders ",input
The combined value of the orders is almost EUR 3mn ,input
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products ",input
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network ",input
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations ,input
The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com ,input
at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 ,input
The writing and publication of Lemmink+Ã¯Â¿Â½inen -Ã¯Â¿Â½ s history is a continuation of earlier collaboration between Antti Tuuri and the company ,input
Also the development of online businesses will continue ,input
The contract value amounts to EUR 2.4 million ,input
The sales price was not disclosed ,input
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 ,input
QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress ,input
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority ",input
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 ",input
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October ",input
"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 ",input
"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn ",input
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said ",input
No planned closing date was provided ,input
Rental of building equipment accounted for 88 percent of the operating income ,input
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey ",input
"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan ",input
"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million ",input
Decisions are to be made as quickly as possible ,input
The first group of customers to be trained will be paint-shop owners and their assistants ,input
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 ,input
"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner ",input
"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities ",input
The agreement includes application maintenance and support services ,input
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News ,input
The report will be emailed within 2 business days of an order ,input
The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles ,input
"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m ",input
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process ",input
About Dopplr Dopplr is a service for smart travellers ,input
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland ,input
The idea of saving electricity in data transfer is still a new one ,input
"In his current position , Manty has worked since 1996 ",input
`` They want my credit card info and my personal details ,input
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries ",input
"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let ",input
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year ",input
The value of the orders is over EUR 10mn ,input
"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 ",input
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans ",input
"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % ",input
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India ",input
The order is included in Metso 's fourth quarter 2007 order backlog ,input
"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth ",input
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 ,input
The turbines are expected to be launched by the end of 2012 ,input
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights ",input
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta ",input
"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region ",input
The value of the order is EUR 2.5 mn ,input
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million ,input
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/200",input
Negotiations with representatives of the personnel regarding the restructuring process have now been ended ,input
"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx ",input
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology ,input
"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said ",input
All depends on financing ,input
"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+Ã¯Â¿Â½rvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy ",input
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company ",input
Work on the assignment has already started and is due for completion in spring 2011 ,input
"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says ",input
The transaction value is CAD 15 million approximately EUR 10 million ,input
The expanded plant is scheduled to be operational by the middle of October 2009 ,input
The solid fuel is heated before sludge is mixed therein . ',input
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing ,input
Its 168 asset management experts manage assets worth over EUR 35 billion ,input
The estimated value of the deal is USD 9.2 million ,input
The phones are targeted at first time users in growth markets ,input
`` Serving customers locally is one of the cornerstones of customer focus for us ,input
The issuer is solely responsible for the content of this announcement ,input
"Currently Glaston employs approximately 1,500 persons ",input
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction ",input
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand ,input
The company then said it will focus its resources on clinical research ,input
"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications ",input
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares ",input
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team ",input
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect ",input
The business area 's net sales were slightly over 2m in 2006 ,input
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations ,input
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China ,input
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings ",input
The project also implies an underground parking lot for 56 vehicles ,input
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations ",input
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations ,input
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index ,input
Panostaja did not disclose the purchase price ,input
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting ",input
"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share ",input
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. ",input
"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow ",input
"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles ",input
"BasWare is headquartered in Espoo , Finland ",input
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills ",input
The value of the orders is about EUR 70mn ,input
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September ",input
The contract is for next year ,input
"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments ",input
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 ,input
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore ,input
"With this , the company will exit the contract manufacturing service segment ",input
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 ",input
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland ",input
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 ,input
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities ,input
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection ",input
The transaction is expected to be completed next spring ,input
"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal ",input
Castecka said the town hall would hold talks with other investors interested in the zone ,input
"The reductions will be implemented immediately , beginning in October 2009 ",input
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros ",input
The value of this kind of order amounts usually between Euro 2 and 3 million ,input
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari ,input
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 ,input
The contract includes heating plant equipment and associated installation work ,input
"By the end of 2006 , the number of joint branch offices will total 170 ",input
The value of the contract is in total USD12m ,input
"We know that it exists , '' Artemyev said ",input
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today ",input
The platform would continue to be the development framework for Symbian and MeeGo ,input
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets ",input
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. ",input
Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg ,input
The Company turnover amounted to MEUR 27.9 in 2007 ,input
"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees ",input
"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members ",input
"You need to be ready when the window opens up , Rosberg said ",input
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar ",input
The purchase sum is about EUR 10mn US$ 12.97 mn ,input
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates ",input
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation ",input
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares ",input
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 ",input
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors ",input
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters ",input
"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector ",input
"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces ",input
"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over ",input
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 ,input
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million ",input
"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings ",input
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights ",input
Russia 's Video International Group holds a controlling stake in Russian Media Ventures ,input
The parties have therefore agreed to leave Avena out of the deal ,input
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn ",input
`` These developments partly reflect the government 's higher activity in the field of dividend policy . ',input
"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions ",input
"Jeder Beta-Tester erh+Ã¯Â¿Â½lt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Ã¯Â¿Â½glichkeit , die finale Version zu beeinflussen ",input
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience ",input
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area ",input
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units ",input
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas ,input
"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report ",input
The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws ,input
Each share is entitled to one vote ,input
The original patent was filed in Finland under application No. ,input
Most of the dividend will go to the Grimaldi family ,input
"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week ",input
"As part of the transaction , the +Ã¯Â¿Â½+Ã¯Â¿Â½nekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract ",input
The company has 120 employees and annual sales of approximately EUR16m ,input
"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants ",input
"Also , a six-year historic analysis is provided for this market ",input
"L&T is operative in Finland , Sweden , Latvia , Russia and Norway ",input
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland ",input
The value of the orders is about EUR 25mn ,input
Completion of the transaction is subject to a final agreement and a Due Diligence process ,input
"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 ",input
"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium ",input
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 ,input
`` Directors and shareholders alike should ask why these practices were allowed to continue . ',input
The price will be specified at the completion date ,input
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland ",input
"The gross area of eight houses will be 12,167 m2 ",input
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) ",input
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people ",input
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 ,input
"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 ",input
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers ",input
In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. ,input
"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float ",input
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks ,input
The negotiations will concern the plant 's department producing winded roving that employs 10 people ,input
"SSH Communications Security Corporation is headquartered in Helsinki , Finland ",input
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present ,input
The shops are located in the capital region and the Paijat-Hame region ,input
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 ,input
The value of the deal has not been disclosed ,input
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix ",input
It is expected to be online by 2011 ,input
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn ",input
"The sale will be finalized in September or October , the company said ",input
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services ,input
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level ",input
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform ",input
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year ,input
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services ",input
The sellers were EOSS Innovationsmanagement and a group of private individuals ,input
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein ",input
He will report to CapMan Plc 's CEO Heikki Westerlund ,input
The original contract was signed last summer ,input
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release ,input
The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed ,input
No financial details of the deployment were disclosed ,input
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 ",input
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process ,input
"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 ",input
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day ",input
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation ",input
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. ,input
He wore a black beanie-type cap and a black jacket ,input
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . '",input
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance ",input
"Our customers include companies in the energy and process industry sectors , in particular ",input
The divested stake represented about 2.7 m shares in Okmetic 's capital ,input
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia ",input
The deal means that ten persons in three countries will transfer to Tieto ,input
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases ",input
"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 ",input
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result ,input
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added ",input
Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform ,input
The company is listed on the Nordic Exchange in Helsinki ,input
"The total donation amount is EUR 1,115,000 ",input
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail ",input
"The value of the order is EUR 700,000 ",input
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson ",input
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively ,input
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations ",input
